ticker,factset_ticker,bloomberg_id,isin,company,region,gics_sector,gics_industry,market_cap_usd_m,exposure_latest,materiality_latest,pricing_power_latest,exposure_w1,exposure_w2,exposure_w3,exposure_w4,exposure_w5,materiality_w1,materiality_w2,materiality_w3,materiality_w4,materiality_w5,pricing_power_w1,pricing_power_w2,pricing_power_w3,pricing_power_w4,pricing_power_w5,exposure_delta_1_2,exposure_delta_2_3,exposure_delta_3_4,exposure_delta_4_5,materiality_delta_1_2,materiality_delta_2_3,materiality_delta_3_4,materiality_delta_4_5,pricing_delta_2_3,pricing_delta_3_4,pricing_delta_4_5,materiality_score,pricing_power_score,materiality_trend,alpha_flag
DOV.N,DOV-US,DOV US,US2600031080,Dover Corp,North America,Industrials,Capital Goods,27776.584,Enabler/Adopter,Insignificant,Neutral,,,,Enabler,Enabler/Adopter,,,,Insignificant,Insignificant,,,,Neutral,Neutral,,,,Up,,,,Same,,,Same,1.0,2,0.0,0
CWAN.N,CWAN-US,CWAN UN,US1851231068,"Clearwater Analytics Holdings, Inc.",North America,Information Technology,Software & Services,6941.782,Adopter,Moderate,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Moderate,Moderate,Moderate,Moderate,,High ,High,High,High,Same,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,2.0,3,1.0,0
ISAT.JK,ISAT-ID,ISAT IJ,ID1000097405,Indosat,Asia/Pacific,Communication Services,Telecommunication Services,4313.5864,Enabler/Adopter,Moderate,Neutral,Protected,Protected,Enabler,Enabler,Enabler/Adopter,Insignificant,Insignificant,Moderate,Moderate,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Up,Same,Up,Same,Up,Same,Same,Same,Same,Same,2.0,2,1.0,0
DDR.AX,DDR-AU,DDR AU,AU000000DDR5,Dicker Data Ltd,Asia/Pacific,Information Technology,Technology Hardware & Equipment,1263.2813,Enabler/Adopter,Significant,Neutral,Enabler,Enabler,Enabler,Enabler,Enabler/Adopter,Moderate,Moderate,Moderate,Moderate,Significant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Up,Same,Same,Same,3.0,2,1.0,0
NVDA.O,NVDA-US,NVDA US,US67066G1040,NVIDIA Corp.,North America,Information Technology,Semiconductors & Semiconductor Equipment,4678955.5,Enabler/Adopter,Core to Thesis,High,Enabler,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,High ,High,High,High,Up,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,4.0,3,0.0,1
GOOGL.O,GOOGL-US,GOOGL US,US02079K3059,Alphabet Inc.,North America,Communication Services,Media & Entertainment,4085045.3,Enabler/Adopter,Core to Thesis,Neutral,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,Neutral,Neutral,High,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Up,Down,4.0,2,0.0,0
CRWD.O,CRWD-US,CRWD US,US22788C1053,CrowdStrike Holdings Inc,North America,Information Technology,Software & Services,112078.92,Enabler/Adopter,Moderate,Neutral,Adopter,Adopter,Adopter,Enabler/Adopter,Enabler/Adopter,Moderate,Moderate,Moderate,Moderate,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Same,Up,Same,Same,Same,Same,Same,Same,Same,Same,2.0,2,0.0,0
AMZN.O,AMZN-US,AMZN US,US0231351067,Amazon.com Inc,North America,Consumer Discretionary,Consumer Discretionary Distribution & Retail,2583368.5,Enabler/Adopter,Core to Thesis,Neutral,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Significant,Significant,Significant,Core to Thesis,Core to Thesis,,Neutral,Neutral,High,Neutral,Same,Same,Same,Same,Same,Same,Up,Same,Same,Up,Down,4.0,2,1.0,0
META.O,META-US,META US,US30303M1027,Meta Platforms Inc,North America,Communication Services,Media & Entertainment,1861279.5,Enabler/Adopter,Core to Thesis,Neutral,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Significant,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,Neutral,Neutral,High,Neutral,Same,Same,Same,Same,Up,Same,Same,Same,Same,Up,Down,4.0,2,1.0,0
2330.TW,2330-TW,2330 TT,TW0002330008,TSMC,Asia/Pacific,Information Technology,Semiconductors & Semiconductor Equipment,1496596.3,Enabler/Adopter,Core to Thesis,High,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,High ,High,High,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,4.0,3,0.0,1
0700.HK,700-HK,700 HK,KYG875721634,Tencent Holdings Ltd.,Asia/Pacific,Communication Services,Media & Entertainment,720302.7,Enabler/Adopter,Core to Thesis,Neutral,Enabler,Enabler,Enabler,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,Neutral,Neutral,Neutral,Neutral,Same,Same,Up,Same,Same,Same,Same,Same,Same,Same,Same,4.0,2,0.0,0
CYBR.O,CYBR-US,CYBR US,IL0011334468,CyberArk Software Ltd,North America,Information Technology,Software & Services,21365.662,Enabler/Adopter,Moderate,Neutral,Adopter,Adopter,Adopter,Enabler/Adopter,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Significant,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Same,Up,Same,Same,Same,Up,Down,Same,Same,Same,2.0,2,0.0,0
BABA.N,BABA-US,BABA UN,US01609W1027,Alibaba Group Holding,Asia/Pacific,Consumer Discretionary,Consumer Discretionary Distribution & Retail,404085.75,Enabler/Adopter,Core to Thesis,Neutral,Enabler,Enabler,Enabler,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,Neutral,Neutral,Neutral,Neutral,Same,Same,Up,Same,Same,Same,Same,Same,Same,Same,Same,4.0,2,0.0,0
NCNO.O,NCNO-US,NCNO US,US63947X1019,"nCino, Inc.",North America,Information Technology,Software & Services,2447.7646,Adopter,Moderate,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Moderate,Moderate,Moderate,Moderate,,High ,High,High,High,Same,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,2.0,3,1.0,0
AVPT.SI,AVPT-US,AVPT SP,US0536041041,AvePoint,Asia/Pacific,Information Technology,Software & Services,2534.0488,Enabler/Adopter,Significant,Neutral,,,,,Enabler/Adopter,,,,,Significant,,,,,Neutral,,,,,,,,,,,,3.0,2,,0
9669.HK,9669-HK,9669 HK,KYG0958D1060,Beisen Holding Limited,Asia/Pacific,Information Technology,Software & Services,569.9302,Adopter,Core to Thesis,High,Adopter,Adopter,Adopter,Adopter,Adopter,Moderate,Moderate,Moderate,Core to Thesis,Core to Thesis,,Neutral,Neutral,Neutral,High,Same,Same,Same,Same,Same,Same,Up,Same,Same,Same,Up,4.0,3,1.0,1
6857.T,6857-JP,6857 JT,JP3122400009,Advantest,Japan,Information Technology,Semiconductors & Semiconductor Equipment,127628.805,Enabler/Adopter,Core to Thesis,High,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,Neutral,High,High,High,Same,Same,Same,Same,Same,Same,Same,Same,Up,Same,Same,4.0,3,0.0,1
300059.SZ,300059-CN,300059 CS,CNE100000MD4,East Money Information Co Ltd,Asia/Pacific,Financials,Financial Services,52647.56,Adopter,Moderate,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Moderate,Moderate,,Neutral,Neutral,Low,Neutral,Same,Same,Same,Same,Same,Same,Up,Same,Same,Down,Up,2.0,2,1.0,0
300682.SZ,300682-CN,300682 CH,CNE1000034B7,Longshine Technology Group Co Ltd,Asia/Pacific,Information Technology,Software & Services,2778.5232,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Moderate,Moderate,Moderate,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Down,Same,Same,Same,Same,1.0,2,-1.0,0
ARM.O,ARM-US,ARM US,US0420682058,Arm Holdings plc,North America,Information Technology,Semiconductors & Semiconductor Equipment,115044.23,Enabler/Adopter,Core to Thesis,High,,Enabler,Enabler,Enabler/Adopter,Enabler/Adopter,,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,High ,High,High,High,,Same,Up,Same,,Same,Same,Same,Same,Same,Same,4.0,3,0.0,1
TT.N,TT-US,TT US,IE00BK9ZQ967,Trane Technologies PLC,North America,Industrials,Capital Goods,94588.82,Enabler/Adopter,Core to Thesis,High,,,Enabler,Enabler/Adopter,Enabler/Adopter,,,Core to Thesis,Core to Thesis,Core to Thesis,,,High,High,High,,,Up,Same,,,Same,Same,,Same,Same,4.0,3,0.0,1
2454.TW,2454-TW,2454 TT,TW0002454006,MediaTek,Asia/Pacific,Information Technology,Semiconductors & Semiconductor Equipment,90849.36,Enabler/Adopter,Core to Thesis,Neutral,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,4.0,2,0.0,0
CEG.O,CEG-US,CEG US,US21037T1097,Constellation Energy Corporation,North America,Utilities,Utilities,89764.32,Enabler/Adopter,Core to Thesis,High,Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Insignificant,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,High ,High,High,High,Up,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,4.0,3,1.0,1
DELL.N,DELL-US,DELL UN,US24703L2025,Dell Technologies Inc.,North America,Information Technology,Technology Hardware & Equipment,79032.83,Enabler/Adopter,Core to Thesis,Neutral,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,4.0,2,0.0,0
JCI.N,JCI-US,JCI US,IE00BY7QL619,Johnson Controls International Plc,North America,Industrials,Capital Goods,73506.72,Enabler/Adopter,Core to Thesis,High,,,Adopter,Enabler/Adopter,Enabler/Adopter,,,Significant,Core to Thesis,Core to Thesis,,,High,High,High,,,Up,Same,,,Up,Same,,Same,Same,4.0,3,1.0,1
REL.L,REL-GB,REL LN,GB00B2B0DG97,RELX,Europe,Industrials,Commercial & Professional Services,64818.72,Enabler/Adopter,Core to Thesis,High,Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Significant,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,High ,High,High,High,Up,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,4.0,3,1.0,1
VST.N,VST-US,VST UN,US92840M1027,Vistra Corp,North America,Utilities,Utilities,55062.594,Enabler/Adopter,Core to Thesis,High,Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Insignificant,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,High ,High,High,High,Up,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,4.0,3,1.0,1
BIDU.O,BIDU-US,BIDU US,US0567521085,Baidu Inc,Asia/Pacific,Communication Services,Media & Entertainment,54411.355,Enabler/Adopter,Core to Thesis,Neutral,Enabler,Enabler,Enabler,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,Neutral,Neutral,Neutral,Neutral,Same,Same,Up,Same,Same,Same,Same,Same,Same,Same,Same,4.0,2,0.0,0
TRI.O,TRI-CA,TRI US,CA8849038085,Thomson Reuters Corp.,North America,Industrials,Commercial & Professional Services,49864.44,Enabler/Adopter,Core to Thesis,Neutral,,,,Enabler/Adopter,Enabler/Adopter,,,,Core to Thesis,Core to Thesis,,,,Neutral,Neutral,,,,Same,,,,Same,,,Same,4.0,2,0.0,0
CRWV.O,CRWV-US,CRWV US,US21873S1087,CoreWeave,North America,Information Technology,Software & Services,49525.133,Enabler/Adopter,Core to Thesis,Neutral,,,,Enabler/Adopter,Enabler/Adopter,,,,Core to Thesis,Core to Thesis,,,,Low,Neutral,,,,Same,,,,Same,,,Up,4.0,2,0.0,0
6146.T,6146-JP,6146 JT,JP3548600000,DISCO,Japan,Information Technology,Semiconductors & Semiconductor Equipment,47775.336,Enabler/Adopter,Core to Thesis,High,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,Neutral,High,High,High,Same,Same,Same,Same,Same,Same,Same,Same,Up,Same,Same,4.0,3,0.0,1
PEG.N,PEG-US,PEG UN,US7445731067,Public Service Enterprise Group Inc,North America,Utilities,Utilities,40918.0,Enabler/Adopter,Core to Thesis,Neutral,Adopter,Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Insignificant,Significant,Core to Thesis,Core to Thesis,Core to Thesis,,Neutral,Neutral,Neutral,Neutral,Same,Up,Same,Same,Up,Up,Same,Same,Same,Same,Same,4.0,2,2.0,0
2382.TW,2382-TW,2382 TT,TW0002382009,Quanta Computer Inc.,Asia/Pacific,Information Technology,Technology Hardware & Equipment,34881.43,Enabler/Adopter,Core to Thesis,Neutral,Enabler,Enabler,Enabler,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,Neutral,Neutral,Neutral,Neutral,Same,Same,Up,Same,Same,Same,Same,Same,Same,Same,Same,4.0,2,0.0,0
035420.KS,035420-KR,035420 KP,KR7035420009,Naver Corp,Asia/Pacific,Communication Services,Media & Entertainment,30083.62,Enabler/Adopter,Core to Thesis,Neutral,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,4.0,2,0.0,0
NRG.N,NRG-US,NRG UN,US6293775085,NRG Energy Inc,North America,Utilities,Utilities,29553.44,Enabler/Adopter,Core to Thesis,High,Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Insignificant,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,High ,High,High,High,Up,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,4.0,3,1.0,1
600570.SS,600570-CN,600570 CG,CNE000001GD5,Hundsun Technologies Inc.,Asia/Pacific,Information Technology,Software & Services,8775.6,Adopter,Moderate,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Significant,Significant,Significant,Moderate,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Down,Same,Same,Same,Same,2.0,2,-1.0,0
6669.TW,6669-TW,6669 TT,TW0006669005,Wiwynn Corp,Asia/Pacific,Information Technology,Technology Hardware & Equipment,22106.598,Enabler/Adopter,Core to Thesis,Neutral,Enabler,Enabler,Enabler,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,Neutral,Neutral,Neutral,Neutral,Same,Same,Up,Same,Same,Same,Same,Same,Same,Same,Same,4.0,2,0.0,0
TLN.O,TLN-US,TLN US,US87422Q1094,Talen Energy Corp,North America,Utilities,Utilities,16548.193,Enabler/Adopter,Core to Thesis,High,,,,Enabler/Adopter,Enabler/Adopter,,,,Core to Thesis,Core to Thesis,,,,High,High,,,,Same,,,,Same,,,Same,4.0,3,0.0,1
3231.TW,3231-TW,3231 TT,TW0003231007,Wistron Corporation,Asia/Pacific,Information Technology,Technology Hardware & Equipment,13475.237,Enabler/Adopter,Core to Thesis,Neutral,Enabler,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,Neutral,Neutral,Neutral,Neutral,Up,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,4.0,2,0.0,0
2395.TW,2395-TW,2395 TT,TW0002395001,Advantech,Asia/Pacific,Information Technology,Technology Hardware & Equipment,8438.18,Enabler/Adopter,Core to Thesis,High,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,High ,High,High,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,4.0,3,0.0,1
002410.SZ,002410-CN,002410 CS,CNE100000PH8,Glodon Co. Ltd.,Asia/Pacific,Information Technology,Software & Services,3432.2915,Adopter,Moderate,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Moderate,Moderate,Moderate,Moderate,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,2.0,2,0.0,0
2376.TW,2376-TW,2376 TT,TW0002376001,Giga-Byte Technology Co. Ltd.,Asia/Pacific,Information Technology,Technology Hardware & Equipment,5087.4937,Enabler/Adopter,Core to Thesis,Neutral,Enabler,Enabler,Enabler,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,Neutral,Neutral,Neutral,Neutral,Same,Same,Up,Same,Same,Same,Same,Same,Same,Same,Same,4.0,2,0.0,0
UPST.O,UPST-US,UPST US,US91680M1071,"Upstart Holdings, Inc.",North America,Financials,Financial Services,4039.8723,Enabler/Adopter,Core to Thesis,Neutral,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,4.0,2,0.0,0
240810.KQ,240810-KR,240810 KQ,KR7240810002,Wonik IPS Co Ltd,Asia/Pacific,Information Technology,Semiconductors & Semiconductor Equipment,3787.0989,Enabler/Adopter,Core to Thesis,High,Don't Know,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Insignificant,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,High ,High,High,High,Up,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,4.0,3,1.0,1
GLOB.N,GLOB-US,GLOB UN,LU0974299876,Globant SA,Latin America,Information Technology,Software & Services,2915.6003,Enabler/Adopter,Core to Thesis,High,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,High ,High,High,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,4.0,3,0.0,1
RXRX.O,RXRX-US,RXRX US,US75629V1044,Recursion Pharmaceuticals Inc,North America,Health Care,Pharmaceuticals Biotechnology & Life Sciences,2124.5803,Enabler/Adopter,Core to Thesis,High,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,High ,High,High,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,4.0,3,0.0,1
CINT.N,CINT-US,CINT UN,KYG213071064,CI&T Inc,Latin America,Information Technology,Software & Services,649.07996,Enabler/Adopter,Core to Thesis,High,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,High ,High,High,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,4.0,3,0.0,1
ABSI.O,ABSI-US,ABSI US,US00091E1091,ABSCI CORP,North America,Health Care,Pharmaceuticals Biotechnology & Life Sciences,453.73038,Enabler/Adopter,Core to Thesis,High,,,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,,,Core to Thesis,Core to Thesis,Core to Thesis,,,High,High,High,,,Same,Same,,,Same,Same,,Same,Same,4.0,3,0.0,1
IBM.N,IBM-US,IBM UN,US4592001014,IBM,North America,Information Technology,Software & Services,289057.44,Enabler/Adopter,Moderate,Neutral,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Moderate,Moderate,Moderate,Core to Thesis,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Up,Down,Same,Same,Same,2.0,2,0.0,0
AAPL.O,AAPL-US,AAPL US,US0378331005,"Apple, Inc.",North America,Information Technology,Technology Hardware & Equipment,3797414.3,Enabler/Adopter,Significant,High,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Moderate,Core to Thesis,Core to Thesis,Core to Thesis,Significant,,High ,High,High,High,Same,Same,Same,Same,Up,Same,Same,Down,Same,Same,Same,3.0,3,0.0,1
SHLG.DE,SHL-DE,SHL GR,DE000SHL1006,Siemens Healthineers AG,Europe,Health Care,Health Care Equipment & Services,56022.848,Enabler/Adopter,Significant,High,Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Insignificant,Significant,Core to Thesis,Core to Thesis,Significant,,High,High,High,High,Up,Same,Same,Same,Up,Up,Same,Down,Same,Same,Same,3.0,3,1.0,1
PBFI.NS,543390-IN,POLICYBZ IS,INE417T01026,PB Fintech Limited,Asia/Pacific,Financials,Insurance,8271.95,Enabler/Adopter,Don't Know,Neutral,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,,2,0.0,0
INAR.KL,0166-MY,INRI MK,MYQ0166OO007,Inari Amertron Bhd,Asia/Pacific,Information Technology,Semiconductors & Semiconductor Equipment,1550.1444,Enabler/Adopter,Don't Know,Neutral,,,,Enabler/Adopter,Enabler/Adopter,,,,Don't Know,Don't Know,,,,Neutral,Neutral,,,,Same,,,,Same,,,Same,,2,0.0,0
9517.T,9517-JP,9517 JP,JP3130830007,eREX,Japan,Utilities,Utilities,316.52783,Enabler/Adopter,Don't Know,Neutral,,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,,Insignificant,Don't Know,Don't Know,Don't Know,,Neutral,Neutral,Neutral,Neutral,,Same,Same,Same,,Up,Same,Same,Same,Same,Same,,2,-1.0,0
DRX.L,DRX-GB,DRX LN,GB00B1VNSX38,Drax Group Plc,Europe,Utilities,Utilities,4194.6665,Enabler/Adopter,Core to Thesis,High,Adopter,Adopter,Adopter,Enabler/Adopter,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Core to Thesis,,Neutral,High,High,High,Same,Same,Up,Same,Same,Same,Same,Up,Up,Same,Same,4.0,3,1.0,1
SYENS.BR,SYENS-BE,SYENS BB,BE0974464977,Syensqo SA,Europe,Materials,Materials,,Enabler/Adopter,Insignificant,Neutral,,Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,,Don't Know,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,,Up,Same,Same,,Down,Same,Same,Same,Same,Same,1.0,2,1.0,0
AIRP.PA,AI-FR,AI FP,FR0000120073,Air Liquide,Europe,Materials,Materials,108988.18,Enabler/Adopter,Insignificant,Neutral,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
NG.L,NG-GB,NG/ LN,GB00BDR05C01,National Grid plc,Europe,Utilities,Utilities,84121.086,Enabler/Adopter,Insignificant,Neutral,Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Up,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
FDS.N,FDS-US,FDS UN,US3030751057,FactSet Research Systems Inc.,North America,Financials,Financial Services,9414.91,Enabler/Adopter,Moderate,Neutral,Adopter,Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Moderate,Moderate,Moderate,Moderate,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Up,Same,Same,Same,Same,Same,Same,Same,Same,Same,2.0,2,0.0,0
